virus_name,pdb_id,protein
Severe acute respiratory syndrome coronavirus 2,6XCM,Spike Protein
Severe acute respiratory syndrome coronavirus 2,6XCN,Spike Protein
Severe acute respiratory syndrome coronavirus 2,6XDG,Spike Protein
Severe acute respiratory syndrome coronavirus 2,6XDH,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,6XE1,Spike Protein
Severe acute respiratory syndrome coronavirus 2,6XEY,Spike Protein
Severe acute respiratory syndrome coronavirus 2,6XEZ,Helicase
Severe acute respiratory syndrome coronavirus 2,6XEZ,Polymerase
Severe acute respiratory syndrome coronavirus 2,6XEZ,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,6XF5,Fusion Protein
Severe acute respiratory syndrome coronavirus 2,6XF5,Spike Protein
Severe acute respiratory syndrome coronavirus 2,6XF6,Fusion Protein
Severe acute respiratory syndrome coronavirus 2,6XF6,Spike Protein
Severe acute respiratory syndrome coronavirus 2,6XFN,Protease
Severe acute respiratory syndrome coronavirus 2,6XFN,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,6XG3,Protease
Severe acute respiratory syndrome coronavirus 2,6XG3,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,6XHM,Protease
Severe acute respiratory syndrome coronavirus 2,6XHU,Protease
Severe acute respiratory syndrome coronavirus 2,6XIP,Polymerase
Severe acute respiratory syndrome coronavirus 2,6XIP,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,6XKF,Protease
Severe acute respiratory syndrome coronavirus 2,6XKH,Protease
Severe acute respiratory syndrome coronavirus 2,6XKL,Fusion Protein
Severe acute respiratory syndrome coronavirus 2,6XKL,Spike Protein
Severe acute respiratory syndrome coronavirus 2,6XKM,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,6XKP,Spike Protein
Severe acute respiratory syndrome coronavirus 2,6XKQ,Spike Protein
Severe acute respiratory syndrome coronavirus 2,6XLU,Spike Protein
Severe acute respiratory syndrome coronavirus 2,6XM0,Spike Protein
Severe acute respiratory syndrome coronavirus 2,6XM3,Spike Protein
Severe acute respiratory syndrome coronavirus 2,6XM4,Spike Protein
Severe acute respiratory syndrome coronavirus 2,6XM5,Spike Protein
Severe acute respiratory syndrome coronavirus 2,6XMK,Protease
Severe acute respiratory syndrome coronavirus 2,6XOA,Protease
Severe acute respiratory syndrome coronavirus 2,6XQB,Polymerase
Severe acute respiratory syndrome coronavirus 2,6XQB,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,6XQS,Protease
Severe acute respiratory syndrome coronavirus 2,6XQT,Protease
Severe acute respiratory syndrome coronavirus 2,6XQU,Protease
Severe acute respiratory syndrome coronavirus 2,6XR3,Protease
Severe acute respiratory syndrome coronavirus 2,6XR3,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,6XR8,Spike Protein
Severe acute respiratory syndrome coronavirus 2,6XRA,Spike Protein
Severe acute respiratory syndrome coronavirus 2,6XS6,Spike Protein
Severe acute respiratory syndrome coronavirus 2,6Y2E,Protease
Severe acute respiratory syndrome coronavirus 2,6Y2E,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,6Y2F,Protease
Severe acute respiratory syndrome coronavirus 2,6Y2F,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,6Y2G,Protease
Severe acute respiratory syndrome coronavirus 2,6Y2G,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,6Y84,Protease
Severe acute respiratory syndrome coronavirus 2,6Y84,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,6YB7,Protease
Severe acute respiratory syndrome coronavirus 2,6YB7,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,6YHU,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,6YI3,Capsid Protein
Severe acute respiratory syndrome coronavirus 2,6YI3,Nucleoprotein
Severe acute respiratory syndrome coronavirus 2,6YI3,Nucleocapsid Protein
Severe acute respiratory syndrome coronavirus 2,6YLA,Spike Protein
Severe acute respiratory syndrome coronavirus 2,6YM0,Spike Protein
Severe acute respiratory syndrome coronavirus 2,6YNQ,Protease
Severe acute respiratory syndrome coronavirus 2,6YNQ,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,6YOR,Spike Protein
Severe acute respiratory syndrome coronavirus 2,6YUN,Capsid Protein
Severe acute respiratory syndrome coronavirus 2,6YUN,Nucleoprotein
Severe acute respiratory syndrome coronavirus 2,6YUN,Nucleocapsid Protein
Severe acute respiratory syndrome coronavirus 2,6YVA,Protease
Severe acute respiratory syndrome coronavirus 2,6YVF,Protease
Severe acute respiratory syndrome coronavirus 2,6YVF,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,6YWK,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,6YWL,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,6YWM,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,6YYT,Polymerase
Severe acute respiratory syndrome coronavirus 2,6YYT,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,6YZ1,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,6YZ5,Spike Protein
Severe acute respiratory syndrome coronavirus 2,6YZ7,Spike Protein
Severe acute respiratory syndrome coronavirus 2,6Z2E,Protease
Severe acute respiratory syndrome coronavirus 2,6Z2E,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,6Z2M,Spike Protein
Severe acute respiratory syndrome coronavirus 2,6Z43,Spike Protein
Severe acute respiratory syndrome coronavirus 2,6Z97,Spike Protein
Severe acute respiratory syndrome coronavirus 2,6ZB4,Spike Protein
Severe acute respiratory syndrome coronavirus 2,6ZB5,Spike Protein
Severe acute respiratory syndrome coronavirus 2,6ZBP,Spike Protein
Severe acute respiratory syndrome coronavirus 2,6ZCO,Capsid Protein
Severe acute respiratory syndrome coronavirus 2,6ZCO,Nucleoprotein
Severe acute respiratory syndrome coronavirus 2,6ZCO,Nucleocapsid Protein
Severe acute respiratory syndrome coronavirus 2,6ZCT,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,6ZCZ,Spike Protein
Severe acute respiratory syndrome coronavirus 2,6ZDG,Spike Protein
Severe acute respiratory syndrome coronavirus 2,6ZDH,Spike Protein
Severe acute respiratory syndrome coronavirus 2,6ZER,Spike Protein
Severe acute respiratory syndrome coronavirus 2,6ZFO,Spike Protein
Severe acute respiratory syndrome coronavirus 2,6ZGE,Spike Protein
Severe acute respiratory syndrome coronavirus 2,6ZGG,Spike Protein
Severe acute respiratory syndrome coronavirus 2,6ZGH,Spike Protein
Severe acute respiratory syndrome coronavirus 2,6ZGI,Spike Protein
Severe acute respiratory syndrome coronavirus 2,6ZH9,Spike Protein
Severe acute respiratory syndrome coronavirus 2,6ZHD,Spike Protein
Severe acute respiratory syndrome coronavirus 2,6ZLR,Spike Protein
Severe acute respiratory syndrome coronavirus 2,6ZLW,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,6ZM7,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,6ZME,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,6ZMI,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,6ZMO,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,6ZMT,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,6ZN5,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,6ZOJ,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,6ZOK,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,6ZON,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,6ZOW,Spike Protein
Severe acute respiratory syndrome coronavirus 2,6ZOX,Spike Protein
Severe acute respiratory syndrome coronavirus 2,6ZOX,Matrix Protein
Severe acute respiratory syndrome coronavirus 2,6ZOY,Spike Protein
Severe acute respiratory syndrome coronavirus 2,6ZOY,Matrix Protein
Severe acute respiratory syndrome coronavirus 2,6ZOZ,Spike Protein
Severe acute respiratory syndrome coronavirus 2,6ZP0,Spike Protein
Severe acute respiratory syndrome coronavirus 2,6ZP0,Matrix Protein
Severe acute respiratory syndrome coronavirus 2,6ZP1,Spike Protein
Severe acute respiratory syndrome coronavirus 2,6ZP1,Matrix Protein
Severe acute respiratory syndrome coronavirus 2,6ZP2,Spike Protein
Severe acute respiratory syndrome coronavirus 2,6ZP4,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,6ZP5,Spike Protein
Severe acute respiratory syndrome coronavirus 2,6ZP7,Spike Protein
Severe acute respiratory syndrome coronavirus 2,6ZPE,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,6ZRT,Protease
Severe acute respiratory syndrome coronavirus 2,6ZRU,Protease
Severe acute respiratory syndrome coronavirus 2,6ZSL,Helicase
Severe acute respiratory syndrome coronavirus 2,6ZSL,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,6ZWV,Spike Protein
Severe acute respiratory syndrome coronavirus 2,6ZXN,Spike Protein
Severe acute respiratory syndrome coronavirus 2,7A1U,Protease
Severe acute respiratory syndrome coronavirus 2,7A1U,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,7A25,Spike Protein
Severe acute respiratory syndrome coronavirus 2,7A29,Spike Protein
Severe acute respiratory syndrome coronavirus 2,7A4N,Fusion Protein
Severe acute respiratory syndrome coronavirus 2,7A4N,Spike Protein
Severe acute respiratory syndrome coronavirus 2,7A5R,Spike Protein
Severe acute respiratory syndrome coronavirus 2,7A5S,Spike Protein
Severe acute respiratory syndrome coronavirus 2,7A91,Spike Protein
Severe acute respiratory syndrome coronavirus 2,7A91,Protease
Severe acute respiratory syndrome coronavirus 2,7A92,Spike Protein
Severe acute respiratory syndrome coronavirus 2,7A92,Protease
Severe acute respiratory syndrome coronavirus 2,7A93,Spike Protein
Severe acute respiratory syndrome coronavirus 2,7A94,Spike Protein
Severe acute respiratory syndrome coronavirus 2,7A94,Protease
Severe acute respiratory syndrome coronavirus 2,7A95,Spike Protein
Severe acute respiratory syndrome coronavirus 2,7A95,Protease
Severe acute respiratory syndrome coronavirus 2,7A96,Spike Protein
Severe acute respiratory syndrome coronavirus 2,7A96,Protease
Severe acute respiratory syndrome coronavirus 2,7A97,Spike Protein
Severe acute respiratory syndrome coronavirus 2,7A97,Protease
Severe acute respiratory syndrome coronavirus 2,7A98,Spike Protein
Severe acute respiratory syndrome coronavirus 2,7A98,Protease
Severe acute respiratory syndrome coronavirus 2,7AAP,Polymerase
Severe acute respiratory syndrome coronavirus 2,7AAP,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,7ABU,Protease
Severe acute respiratory syndrome coronavirus 2,7ABU,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,7ACS,Capsid Protein
Severe acute respiratory syndrome coronavirus 2,7ACS,Nucleoprotein
Severe acute respiratory syndrome coronavirus 2,7ACS,Nucleocapsid Protein
Severe acute respiratory syndrome coronavirus 2,7ACT,Capsid Protein
Severe acute respiratory syndrome coronavirus 2,7ACT,Nucleoprotein
Severe acute respiratory syndrome coronavirus 2,7ACT,Nucleocapsid Protein
Severe acute respiratory syndrome coronavirus 2,7AD1,Envelope Protein/Glycoprotein
Severe acute respiratory syndrome coronavirus 2,7AD1,Spike Protein
Severe acute respiratory syndrome coronavirus 2,7AD1,Fusion Protein
Severe acute respiratory syndrome coronavirus 2,7ADW,Protease
Severe acute respiratory syndrome coronavirus 2,7ADW,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,7AEG,Protease
Severe acute respiratory syndrome coronavirus 2,7AEG,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,7AEH,Protease
Severe acute respiratory syndrome coronavirus 2,7AEH,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,7AF0,Protease
Severe acute respiratory syndrome coronavirus 2,7AF0,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,7AGA,Protease
Severe acute respiratory syndrome coronavirus 2,7AGA,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,7AHA,Protease
Severe acute respiratory syndrome coronavirus 2,7AHA,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,7AK4,Protease
Severe acute respiratory syndrome coronavirus 2,7AK4,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,7AKD,Spike Protein
Severe acute respiratory syndrome coronavirus 2,7AKU,Protease
Severe acute respiratory syndrome coronavirus 2,7AKU,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,7ALH,Protease
Severe acute respiratory syndrome coronavirus 2,7ALH,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,7ALI,Protease
Severe acute respiratory syndrome coronavirus 2,7ALI,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,7AMJ,Protease
Severe acute respiratory syndrome coronavirus 2,7AMJ,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,7ANS,Protease
Severe acute respiratory syndrome coronavirus 2,7ANS,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,7AOL,Protease
Severe acute respiratory syndrome coronavirus 2,7AOL,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,7AP6,Protease
Severe acute respiratory syndrome coronavirus 2,7AP6,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,7APH,Protease
Severe acute respiratory syndrome coronavirus 2,7APH,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,7AQE,Protease
Severe acute respiratory syndrome coronavirus 2,7AQE,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,7AQI,Protease
Severe acute respiratory syndrome coronavirus 2,7AQI,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,7AQJ,Protease
Severe acute respiratory syndrome coronavirus 2,7AQJ,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,7AR5,Protease
Severe acute respiratory syndrome coronavirus 2,7AR5,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,7AR6,Protease
Severe acute respiratory syndrome coronavirus 2,7AR6,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,7ARF,Protease
Severe acute respiratory syndrome coronavirus 2,7ARF,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,7AU4,Protease
Severe acute respiratory syndrome coronavirus 2,7AU4,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,7AVD,Protease
Severe acute respiratory syndrome coronavirus 2,7AVD,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,7AWR,Protease
Severe acute respiratory syndrome coronavirus 2,7AWR,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,7AWS,Protease
Severe acute respiratory syndrome coronavirus 2,7AWS,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,7AWU,Protease
Severe acute respiratory syndrome coronavirus 2,7AWU,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,7AWW,Protease
Severe acute respiratory syndrome coronavirus 2,7AWW,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,7AX6,Protease
Severe acute respiratory syndrome coronavirus 2,7AX6,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,7AXM,Protease
Severe acute respiratory syndrome coronavirus 2,7AXM,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,7AXO,Protease
Severe acute respiratory syndrome coronavirus 2,7AXO,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,7AY7,Protease
Severe acute respiratory syndrome coronavirus 2,7AY7,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,7B14,Spike Protein
Severe acute respiratory syndrome coronavirus 2,7B17,Spike Protein
Severe acute respiratory syndrome coronavirus 2,7B18,Spike Protein
Severe acute respiratory syndrome coronavirus 2,7B2J,Protease
Severe acute respiratory syndrome coronavirus 2,7B2J,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,7B2U,Protease
Severe acute respiratory syndrome coronavirus 2,7B2U,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,7B3B,Polymerase
Severe acute respiratory syndrome coronavirus 2,7B3B,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,7B3C,Polymerase
Severe acute respiratory syndrome coronavirus 2,7B3C,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,7B3D,Polymerase
Severe acute respiratory syndrome coronavirus 2,7B3D,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,7B3E,Protease
Severe acute respiratory syndrome coronavirus 2,7B3O,Spike Protein
Severe acute respiratory syndrome coronavirus 2,7B5Z,Protease
Severe acute respiratory syndrome coronavirus 2,7B5Z,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,7B62,Spike Protein
Severe acute respiratory syndrome coronavirus 2,7B77,Protease
Severe acute respiratory syndrome coronavirus 2,7B77,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,7B83,Protease
Severe acute respiratory syndrome coronavirus 2,7B83,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,7BAJ,Protease
Severe acute respiratory syndrome coronavirus 2,7BAK,Protease
Severe acute respiratory syndrome coronavirus 2,7BAL,Protease
Severe acute respiratory syndrome coronavirus 2,7BB2,Protease
Severe acute respiratory syndrome coronavirus 2,7BB2,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,7BE7,Protease
Severe acute respiratory syndrome coronavirus 2,7BE7,NSP Proteins
Severe acute respiratory syndrome coronavirus 2,7BEH,Spike Protein
Severe acute respiratory syndrome coronavirus 2,7BEI,Spike Protein
